,album,track_number,id,name,uri,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,preview_url
108,How the West Was Won (2018 Remaster),4,7aQX6ldfIa8R0NcYv4X0CG,Moby Dick - Live 1972; 2018 Remaster,spotify:track:7aQX6ldfIa8R0NcYv4X0CG,1164666,0.249,0.358,0.868,0.882,0.684,-11.884,0.0495,140.36,0.356,34,https://p.scdn.co/mp3-preview/8aa395f475fd3ef7e8041c60d4365f139ffab4f4?cid=ba0aefea59a44616bc6703a7294d312d
109,How the West Was Won (2018 Remaster),1,2tv2oDLPa92DRMk7RhLRfW,Whole Lotta Love - Live 1972; 2018 Remaster,spotify:track:2tv2oDLPa92DRMk7RhLRfW,1261320,0.0329,0.377,0.719,0.0228,0.989,-9.854,0.086,119.513,0.443,34,https://p.scdn.co/mp3-preview/f95f06659548c09b8216d3b8cc57799c71de5830?cid=ba0aefea59a44616bc6703a7294d312d
110,How the West Was Won (2018 Remaster),2,6IOTugmevWGWp4k4nU12XW,Rock and Roll - Live 1972; 2018 Remaster,spotify:track:6IOTugmevWGWp4k4nU12XW,235613,0.00522,0.214,0.974,0.000844,0.977,-8.18,0.0706,176.451,0.553,36,https://p.scdn.co/mp3-preview/3e4e1cf1f28f948e281b362c65e3989f801f68a1?cid=ba0aefea59a44616bc6703a7294d312d
111,How the West Was Won (2018 Remaster),3,2hBhQaRYrAGVLy1dNXtMES,The Ocean (Live) - Live 1972; 2018 Remaster,spotify:track:2hBhQaRYrAGVLy1dNXtMES,260026,0.0978,0.279,0.885,0.00673,0.883,-9.511,0.141,186.023,0.52,34,https://p.scdn.co/mp3-preview/abf0802b3f2790aee2e735f1f5ae4fc6f79e6ba9?cid=ba0aefea59a44616bc6703a7294d312d
112,How the West Was Won (2018 Remaster),4,4smUdPiTEyg2qEJKH3sMHV,Bring It on Home / Bring It on Back - Live 1972; 2018 Remaster,spotify:track:4smUdPiTEyg2qEJKH3sMHV,571786,0.02,0.382,0.778,0.0272,0.989,-9.836,0.109,106.014,0.421,35,https://p.scdn.co/mp3-preview/7a772493b3ea3ae252e6db31eca37ddf15063c10?cid=ba0aefea59a44616bc6703a7294d312d
113,Coda (2015 Remaster),1,50B4cVWKkqpSTxWG9xhMXo,We're Gonna Groove - 2012 Remaster,spotify:track:50B4cVWKkqpSTxWG9xhMXo,158413,0.0212,0.285,0.878,0.0409,0.145,-8.26,0.13,81.594,0.484,34,https://p.scdn.co/mp3-preview/e3d63262c725c672807d663abc0d68ac463fa88d?cid=ba0aefea59a44616bc6703a7294d312d
114,Coda (2015 Remaster),2,6oqciM0WBIxBmRPoOL4iNF,Poor Tom - 2012 Remaster,spotify:track:6oqciM0WBIxBmRPoOL4iNF,182413,0.022,0.58,0.753,0.00153,0.0934,-11.223,0.0479,105.22,0.573,33,https://p.scdn.co/mp3-preview/896281475331139c551d0c1364d155520e7520b9?cid=ba0aefea59a44616bc6703a7294d312d
115,Coda (2015 Remaster),3,596s59vwvjBLQ6OAQc9TQR,I Can't Quit You Baby - Page Remasters,spotify:track:596s59vwvjBLQ6OAQc9TQR,258173,0.0194,0.321,0.697,0.00791,0.168,-10.987,0.0835,143.611,0.377,34,https://p.scdn.co/mp3-preview/52819f06926970aed844f4dc9bbe6f87e6854e70?cid=ba0aefea59a44616bc6703a7294d312d
116,Coda (2015 Remaster),4,3ELgDnRctxyKerclUQTr7K,Walter's Walk - 2012 Remaster,spotify:track:3ELgDnRctxyKerclUQTr7K,271800,0.00125,0.311,0.96,0.00114,0.103,-7.255,0.124,175.183,0.421,31,https://p.scdn.co/mp3-preview/1c4f54c6f4d7dfeb6964419c1c3d4117129b4c71?cid=ba0aefea59a44616bc6703a7294d312d
117,Coda (2015 Remaster),5,5qxk29klthBlLT42dzimO7,Ozone Baby - 2012 Remaster,spotify:track:5qxk29klthBlLT42dzimO7,216360,0.033,0.556,0.878,0.000449,0.24,-7.561,0.0351,141.758,0.961,32,https://p.scdn.co/mp3-preview/e907a5658f04f0aac7d4b64283aa5d6314db87b4?cid=ba0aefea59a44616bc6703a7294d312d
118,Coda (2015 Remaster),6,4UbfGyhLsp4blVMSX49mWD,Darlene - 2012 Remaster,spotify:track:4UbfGyhLsp4blVMSX49mWD,306680,0.324,0.39,0.908,0.000806,0.31,-7.782,0.0894,169.172,0.64,35,https://p.scdn.co/mp3-preview/9a02396aea8a58a6eb7cbec8131013ececca5706?cid=ba0aefea59a44616bc6703a7294d312d
119,Coda (2015 Remaster),7,5yiMPpkzl5hTeh0EV3IJlb,Bonzo's Montreux - 2012 Remaster,spotify:track:5yiMPpkzl5hTeh0EV3IJlb,262146,0.213,0.291,0.975,0.908,0.332,-10.754,0.0557,180.289,0.127,33,https://p.scdn.co/mp3-preview/a93e8502005fc2a23a14f257d2e2ad8698c9a5d6?cid=ba0aefea59a44616bc6703a7294d312d
120,Coda (2015 Remaster),8,4hNsBELiuvPHDgEQvKJqsA,Wearing and Tearing - 2012 Remaster,spotify:track:4hNsBELiuvPHDgEQvKJqsA,329746,0.000197,0.296,0.916,0.0157,0.0628,-8.435,0.0554,111.98,0.143,32,https://p.scdn.co/mp3-preview/45dffdbb362d0fdec36a4ede664b1735ab6b36b3?cid=ba0aefea59a44616bc6703a7294d312d
121,Coda,1,5h32ElaHxUjVCyMRb5snh2,We're Gonna Groove - 1993 Remaster,spotify:track:5h32ElaHxUjVCyMRb5snh2,157840,0.00396,0.312,0.847,0.521,0.0403,-8.797,0.0996,119.466,0.569,21,https://p.scdn.co/mp3-preview/dc5f0f29f39218963d21d6bf790f22f703a131b5?cid=ba0aefea59a44616bc6703a7294d312d
122,Coda,2,1TdeOVizQgzr4ul5BxfTlc,Poor Tom - 1990 Remaster,spotify:track:1TdeOVizQgzr4ul5BxfTlc,182093,0.0131,0.636,0.748,0.00291,0.0564,-10.967,0.0537,105.741,0.834,21,https://p.scdn.co/mp3-preview/a331c323276c156f82fb5f5924c54c562ebd6e9e?cid=ba0aefea59a44616bc6703a7294d312d
123,Coda,3,7lDUgEhAtLsPpnWxtGqDes,I Can't Quit You Baby - 1990 Remaster,spotify:track:7lDUgEhAtLsPpnWxtGqDes,258133,0.0274,0.362,0.763,0.115,0.107,-9.349,0.108,143.434,0.51,21,https://p.scdn.co/mp3-preview/cabef5a320aacbc0c92949bd79ed7e780328127d?cid=ba0aefea59a44616bc6703a7294d312d
124,Coda,4,4KTsBb2UxDF6xXRUDaAOPS,Walter's Walk - 1993 Remaster,spotify:track:4KTsBb2UxDF6xXRUDaAOPS,270733,0.000781,0.321,0.971,0.012,0.0864,-7.541,0.0683,174.797,0.514,16,https://p.scdn.co/mp3-preview/48d9cc5b4c34d1ad12db47a4753ff3a8663fbb64?cid=ba0aefea59a44616bc6703a7294d312d
125,Coda,5,3KRsqkuB9NrjYRhIRirRWT,Ozone Baby - 1990 Remaster,spotify:track:3KRsqkuB9NrjYRhIRirRWT,215800,0.0157,0.532,0.885,0.00887,0.131,-7.602,0.0409,141.536,0.937,19,https://p.scdn.co/mp3-preview/7042f84fa75909e00b1a3482d7e262f2f9651482?cid=ba0aefea59a44616bc6703a7294d312d
126,Coda,6,5wukyNccQJlVbIz1yluAtY,Darlene - 1993 Remaster,spotify:track:5wukyNccQJlVbIz1yluAtY,307226,0.0346,0.361,0.909,0.0316,0.11,-8.276,0.0878,160.5,0.654,19,https://p.scdn.co/mp3-preview/8a7697e51820410cbcc17f3bbe8c9618fb48f725?cid=ba0aefea59a44616bc6703a7294d312d
127,Coda,7,2GdYdQEEH09MaEJKqB3iyk,Bonzo's Montreux - 1993 Remaster,spotify:track:2GdYdQEEH09MaEJKqB3iyk,258333,0.0105,0.33,0.968,0.895,0.0641,-10.772,0.0609,180.238,0.152,21,https://p.scdn.co/mp3-preview/9a816b89f02b8a1f934a274d717715940467569c?cid=ba0aefea59a44616bc6703a7294d312d
128,Coda,8,50Q8UxVcylDM1XMxjgXQ2m,Wearing and Tearing - 1990 Remaster,spotify:track:50Q8UxVcylDM1XMxjgXQ2m,329133,8.38e-05,0.296,0.953,0.03,0.0341,-8.459,0.0532,109.058,0.156,20,https://p.scdn.co/mp3-preview/62779a75d0211d3af3803cdea2c89388ec0cf5b1?cid=ba0aefea59a44616bc6703a7294d312d
129,Coda (Deluxe Edition),1,49gK7IgvdjZDcei0HJ8yYu,We're Gonna Groove - 2012 Remaster,spotify:track:49gK7IgvdjZDcei0HJ8yYu,158413,0.0212,0.285,0.878,0.0409,0.145,-8.26,0.13,81.594,0.484,35,https://p.scdn.co/mp3-preview/e3d63262c725c672807d663abc0d68ac463fa88d?cid=ba0aefea59a44616bc6703a7294d312d
130,Coda (Deluxe Edition),2,1vv0T4icyIPhEgzeVmQG7E,Poor Tom - 2012 Remaster,spotify:track:1vv0T4icyIPhEgzeVmQG7E,182413,0.022,0.58,0.753,0.00153,0.0934,-11.223,0.0479,105.22,0.573,35,https://p.scdn.co/mp3-preview/896281475331139c551d0c1364d155520e7520b9?cid=ba0aefea59a44616bc6703a7294d312d
131,Coda (Deluxe Edition),3,3rJ3RO0egiDxdPJ8uXfZYQ,I Can't Quit You Baby - Page Remasters,spotify:track:3rJ3RO0egiDxdPJ8uXfZYQ,258173,0.0194,0.321,0.697,0.00791,0.168,-10.987,0.0835,143.611,0.377,35,https://p.scdn.co/mp3-preview/52819f06926970aed844f4dc9bbe6f87e6854e70?cid=ba0aefea59a44616bc6703a7294d312d
132,Coda (Deluxe Edition),4,3PlLcWK6LIJcrHe2OOR9z9,Walter's Walk - 2012 Remaster,spotify:track:3PlLcWK6LIJcrHe2OOR9z9,271800,0.00125,0.311,0.96,0.00114,0.103,-7.255,0.124,175.183,0.421,31,https://p.scdn.co/mp3-preview/1c4f54c6f4d7dfeb6964419c1c3d4117129b4c71?cid=ba0aefea59a44616bc6703a7294d312d
133,Coda (Deluxe Edition),5,22xTwPtwubGTYwTbwAJIeD,Ozone Baby - 2012 Remaster,spotify:track:22xTwPtwubGTYwTbwAJIeD,216360,0.033,0.556,0.878,0.000449,0.24,-7.561,0.0351,141.758,0.961,34,https://p.scdn.co/mp3-preview/e907a5658f04f0aac7d4b64283aa5d6314db87b4?cid=ba0aefea59a44616bc6703a7294d312d
134,Coda (Deluxe Edition),6,78WaBhq9Mf60WbZDDKWato,Darlene - 2012 Remaster,spotify:track:78WaBhq9Mf60WbZDDKWato,306680,0.324,0.39,0.908,0.000806,0.31,-7.782,0.0894,169.172,0.64,33,https://p.scdn.co/mp3-preview/9a02396aea8a58a6eb7cbec8131013ececca5706?cid=ba0aefea59a44616bc6703a7294d312d
135,Coda (Deluxe Edition),7,7n8FOouaabpFxOo2dvr6Nx,Bonzo's Montreux - 2012 Remaster,spotify:track:7n8FOouaabpFxOo2dvr6Nx,262146,0.213,0.291,0.975,0.908,0.332,-10.754,0.0557,180.289,0.127,33,https://p.scdn.co/mp3-preview/a93e8502005fc2a23a14f257d2e2ad8698c9a5d6?cid=ba0aefea59a44616bc6703a7294d312d
136,Coda (Deluxe Edition),8,68vnSbB07XyvL115UJ7j1v,Wearing and Tearing - 2012 Remaster,spotify:track:68vnSbB07XyvL115UJ7j1v,329746,0.000197,0.296,0.916,0.0157,0.0628,-8.435,0.0554,111.98,0.143,31,https://p.scdn.co/mp3-preview/45dffdbb362d0fdec36a4ede664b1735ab6b36b3?cid=ba0aefea59a44616bc6703a7294d312d
137,Coda (Deluxe Edition),1,5Ww4barEifhHOIIfPKXpiu,We're Gonna Groove - Alternate Mix,spotify:track:5Ww4barEifhHOIIfPKXpiu,160280,0.00672,0.314,0.928,0.224,0.0891,-7.78,0.143,120.784,0.497,27,https://p.scdn.co/mp3-preview/0634249da2a592bf41cf77e89a32d2cd305efa5c?cid=ba0aefea59a44616bc6703a7294d312d
138,Coda (Deluxe Edition),2,5oiPnT0Hg5gL4jmJPmEdpP,If It Keeps on Raining - Rough Mix,spotify:track:5oiPnT0Hg5gL4jmJPmEdpP,254342,0.0926,0.357,0.612,0.696,0.165,-12.281,0.0301,153.252,0.665,31,https://p.scdn.co/mp3-preview/422167360f807370385291f1e347382f6b415d33?cid=ba0aefea59a44616bc6703a7294d312d
139,Coda (Deluxe Edition),3,2kbCP6nAqCgYt0T6TCTYUE,Bonzo's Montreux - Mix Construction in Progress,spotify:track:2kbCP6nAqCgYt0T6TCTYUE,299600,0.379,0.327,0.994,0.86,0.104,-9.371,0.0473,182.655,0.215,27,https://p.scdn.co/mp3-preview/d6b42234497ab27e3961933ed8b03c76e6b0965b?cid=ba0aefea59a44616bc6703a7294d312d
140,Coda (Deluxe Edition),4,2WWaTlRUhwOOMtd1yaQISN,Baby Come on Home - 2012 Remaster,spotify:track:2WWaTlRUhwOOMtd1yaQISN,269960,0.445,0.421,0.535,0.000115,0.132,-10.793,0.0565,131.7,0.422,34,https://p.scdn.co/mp3-preview/f73e3b9ea1947daf26b49ea0ae0476f49faf6314?cid=ba0aefea59a44616bc6703a7294d312d
141,Coda (Deluxe Edition),5,7qfnStJsXETYnPRI2CUhkG,Sugar Mama - Mix,spotify:track:7qfnStJsXETYnPRI2CUhkG,170515,0.00605,0.639,0.674,0.0727,0.0741,-9.095,0.0702,127.218,0.734,30,https://p.scdn.co/mp3-preview/f6134fa79cc2af77062715b442132ec6596ef7f7?cid=ba0aefea59a44616bc6703a7294d312d
142,Coda (Deluxe Edition),6,5r98K14TytMcJzeqw0XJv5,Poor Tom - Instrumental Mix,spotify:track:5r98K14TytMcJzeqw0XJv5,137066,0.017,0.598,0.782,0.0713,0.0737,-9.355,0.0305,103.892,0.865,27,https://p.scdn.co/mp3-preview/a04f44514c6826619829771ac811f00141de35a8?cid=ba0aefea59a44616bc6703a7294d312d
143,Coda (Deluxe Edition),7,3dCarMp6T3GsKCspJgeD0a,Travelling Riverside Blues - BBC Session,spotify:track:3dCarMp6T3GsKCspJgeD0a,311640,0.0745,0.467,0.835,0.000184,0.26,-7.084,0.0642,91.603,0.639,44,https://p.scdn.co/mp3-preview/4e8a88f4cdc727e1fe263d48cf056ecf251e83fd?cid=ba0aefea59a44616bc6703a7294d312d
144,Coda (Deluxe Edition),8,16VhHtoaOjTU4AJBNSBNQ1,Hey Hey What Can I Do - 2012 Remaster,spotify:track:16VhHtoaOjTU4AJBNSBNQ1,236760,0.166,0.468,0.858,0.000304,0.0807,-9.639,0.0543,77.987,0.526,62,https://p.scdn.co/mp3-preview/fc40475a8755463042da43e1222b1f66f3b6f649?cid=ba0aefea59a44616bc6703a7294d312d
145,Coda (Deluxe Edition),1,0UtbPJGU7LWAqJ3GYf6Jn1,Four Hands (Four Sticks) (Bombay Orchestra),spotify:track:0UtbPJGU7LWAqJ3GYf6Jn1,285920,0.811,0.546,0.323,0.0709,0.186,-11.521,0.0527,144.415,0.888,28,https://p.scdn.co/mp3-preview/44e70dc8ad4a335ba1e9caef4dbf6ddbea98b9aa?cid=ba0aefea59a44616bc6703a7294d312d
146,Coda (Deluxe Edition),2,0x4vkC1gduKDjz6RGp75jk,Friends (Bombay Orchestra),spotify:track:0x4vkC1gduKDjz6RGp75jk,267240,0.706,0.503,0.391,0.0312,0.167,-11.528,0.0306,79.215,0.37,27,https://p.scdn.co/mp3-preview/45ea61765a7a68b4d3b14232afbd5f81df9c7f3f?cid=ba0aefea59a44616bc6703a7294d312d
147,Coda (Deluxe Edition),3,1GMREDmMejNPc13xfOCiDB,St. Tristan's Sword - Rough Mix,spotify:track:1GMREDmMejNPc13xfOCiDB,341520,0.0275,0.438,0.932,0.874,0.0809,-6.947,0.0283,105.256,0.962,30,https://p.scdn.co/mp3-preview/51feb07bd07ed86bc8007c48cd41c648067b53b1?cid=ba0aefea59a44616bc6703a7294d312d
148,Coda (Deluxe Edition),4,5q4xMMJDmIALkPx6LYKMT2,Desire (The Wanton Song) - Rough Mix,spotify:track:5q4xMMJDmIALkPx6LYKMT2,249880,0.112,0.512,0.873,0.0778,0.259,-9.787,0.0475,111.189,0.378,28,https://p.scdn.co/mp3-preview/d4160c9dc30ed647b7604a243351aca9a2497a00?cid=ba0aefea59a44616bc6703a7294d312d
149,Coda (Deluxe Edition),5,32jWQWxNUbyh0cz2qo2Y3E,Bring It on Home - Rough Mix,spotify:track:32jWQWxNUbyh0cz2qo2Y3E,152000,0.0257,0.402,0.964,0.0358,0.399,-6.983,0.0919,98.074,0.561,29,https://p.scdn.co/mp3-preview/665be30f6234c51a69cce9fa260d3f1ce94c8f5b?cid=ba0aefea59a44616bc6703a7294d312d
150,Coda (Deluxe Edition),6,0nBxdeNF1TSfy4OATiR9NK,Walter's Walk - Rough Mix,spotify:track:0nBxdeNF1TSfy4OATiR9NK,199640,0.000336,0.297,0.968,0.878,0.096,-8.765,0.0486,175.954,0.801,26,https://p.scdn.co/mp3-preview/7e235839144cac4fc53af81dbf40df2fd18a9063?cid=ba0aefea59a44616bc6703a7294d312d
151,Coda (Deluxe Edition),7,69cHZiUAKixXAVXuJeMPbq,Everybody Makes It Through - In the Light; Rough Mix,spotify:track:69cHZiUAKixXAVXuJeMPbq,513613,0.0638,0.398,0.346,0.0493,0.0538,-11.564,0.0368,126.862,0.0626,28,https://p.scdn.co/mp3-preview/30eff3bcaa774da3f5b9941564060e5314b9b8ce?cid=ba0aefea59a44616bc6703a7294d312d
152,In Through the out Door (2015 Remaster),1,5OGPjlTOXvKFhnCy9zSdpv,In the Evening - 2012 Remaster,spotify:track:5OGPjlTOXvKFhnCy9zSdpv,413906,0.0122,0.431,0.789,0.0921,0.119,-8.224,0.0449,104.036,0.425,41,https://p.scdn.co/mp3-preview/ad5c41b4b65b16e79141a74be9110f6156b3d50f?cid=ba0aefea59a44616bc6703a7294d312d
153,In Through the out Door (2015 Remaster),2,23FeHDJaegIZF0dpH4x1Tf,South Bound Saurez - 2012 Remaster,spotify:track:23FeHDJaegIZF0dpH4x1Tf,253920,0.124,0.34,0.943,0.00123,0.238,-6.161,0.0521,189.74,0.496,38,https://p.scdn.co/mp3-preview/2b9deaf78f21347a52d709a3b8c589ad5368df72?cid=ba0aefea59a44616bc6703a7294d312d
154,In Through the out Door (2015 Remaster),3,3i25w2HOWoafnTIiWJCL71,Fool in the Rain - 2012 Remaster,spotify:track:3i25w2HOWoafnTIiWJCL71,370920,0.124,0.52,0.912,0.00151,0.239,-7.512,0.0487,131.403,0.702,46,https://p.scdn.co/mp3-preview/dd164203179507cd973c174349d63cf33f615591?cid=ba0aefea59a44616bc6703a7294d312d
155,In Through the out Door (2015 Remaster),4,5K2yYEoc9ljOlzoMnhQSgm,Hot Dog - 2012 Remaster,spotify:track:5K2yYEoc9ljOlzoMnhQSgm,198546,0.0754,0.589,0.958,7.37e-05,0.352,-7.443,0.0406,116.925,0.734,37,https://p.scdn.co/mp3-preview/9f5c686d080bc1dc133f0250e9d58c83227fd25c?cid=ba0aefea59a44616bc6703a7294d312d
156,In Through the out Door (2015 Remaster),5,0YZKbKo9i91i7LD0m1KASq,Carouselambra - 2012 Remaster,spotify:track:0YZKbKo9i91i7LD0m1KASq,634013,0.00662,0.345,0.88,0.306,0.0498,-8.62,0.0349,110.979,0.609,37,https://p.scdn.co/mp3-preview/f913f683dd143e0ea790c835a49adae0e3d6254b?cid=ba0aefea59a44616bc6703a7294d312d
157,In Through the out Door (2015 Remaster),6,5hhVpGIBlqAU5yJEOmrk5o,All My Love - 2012 Remaster,spotify:track:5hhVpGIBlqAU5yJEOmrk5o,353720,0.113,0.554,0.791,1.76e-05,0.166,-8.326,0.0288,91.108,0.697,50,https://p.scdn.co/mp3-preview/06b948e7c1e339e99c2bb1ec90533a03db686d57?cid=ba0aefea59a44616bc6703a7294d312d
158,In Through the out Door (2015 Remaster),7,1k0GJSTI0xaP8TIvCbyUkh,I'm Gonna Crawl - 2012 Remaster,spotify:track:1k0GJSTI0xaP8TIvCbyUkh,331973,0.0385,0.3,0.661,7.79e-05,0.122,-9.127,0.0391,151.841,0.163,39,https://p.scdn.co/mp3-preview/a3b6006fa8514ce9a7a935e9156385a8f9d08f66?cid=ba0aefea59a44616bc6703a7294d312d
159,In Through the out Door (1994 Remaster),1,2fvLQe9ZlRaEJ5o4sG3TbM,In the Evening - 1990 Remaster,spotify:track:2fvLQe9ZlRaEJ5o4sG3TbM,407240,0.00652,0.454,0.779,0.48,0.0963,-8.444,0.0428,103.161,0.509,52,https://p.scdn.co/mp3-preview/9974698291678c96c18982efebfc23c50bbed68f?cid=ba0aefea59a44616bc6703a7294d312d
160,In Through the out Door (1994 Remaster),2,7v3l2PEaxnex3NylNusT4Y,South Bound Saurez - 1993 Remaster,spotify:track:7v3l2PEaxnex3NylNusT4Y,252733,0.078,0.535,0.897,0.0757,0.288,-8.465,0.037,96.035,0.559,31,https://p.scdn.co/mp3-preview/94587a26efefaf033fd1113aac27a1424cba7e70?cid=ba0aefea59a44616bc6703a7294d312d
161,In Through the out Door (1994 Remaster),3,62p6fF2r4NY6pwZbxxvmr8,Fool in the Rain - 1990 Remaster,spotify:track:62p6fF2r4NY6pwZbxxvmr8,372893,0.0866,0.539,0.866,0.00414,0.0953,-8.404,0.0483,130.345,0.761,63,https://p.scdn.co/mp3-preview/2a01e585a6f91121f6a69957a392c4f5bf6a268f?cid=ba0aefea59a44616bc6703a7294d312d
162,In Through the out Door (1994 Remaster),4,3dK54dSsNcIUcYKzNh5FgI,Hot Dog - 1993 Remaster,spotify:track:3dK54dSsNcIUcYKzNh5FgI,196866,0.0344,0.606,0.929,0.00824,0.323,-9.059,0.0386,116.909,0.789,36,https://p.scdn.co/mp3-preview/3016624b423fbd7ebdaf5f874bd09c6e06bea603?cid=ba0aefea59a44616bc6703a7294d312d
163,In Through the out Door (1994 Remaster),5,4qFBpsSVqmwf8QmaVXFRXP,Carouselambra - 1993 Remaster,spotify:track:4qFBpsSVqmwf8QmaVXFRXP,631973,0.00315,0.373,0.869,0.673,0.0951,-8.803,0.0387,111.095,0.593,30,https://p.scdn.co/mp3-preview/8c477bbf12625348d6e5542ee5d16a959dfb6a4a?cid=ba0aefea59a44616bc6703a7294d312d
164,In Through the out Door (1994 Remaster),6,6lrh9jZ1xoMwoErgPSj2rY,All My Love - 1990 Remaster,spotify:track:6lrh9jZ1xoMwoErgPSj2rY,351266,0.131,0.599,0.744,0.00275,0.0795,-8.72,0.0316,91.259,0.723,63,https://p.scdn.co/mp3-preview/d03424a544dcc5102703ebb081fd321dc5567b32?cid=ba0aefea59a44616bc6703a7294d312d
