,album,track_number,id,name,uri,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,preview_url
165,In Through the out Door (1994 Remaster),7,5wl6K8IW1DsZNIC9ktVE7B,I'm Gonna Crawl - 1990 Remaster,spotify:track:5wl6K8IW1DsZNIC9ktVE7B,329800,0.125,0.331,0.598,0.0482,0.11,-9.054,0.0417,150.686,0.199,32,https://p.scdn.co/mp3-preview/dd55748c87f45f923fc9de06168b255fa261adc0?cid=ba0aefea59a44616bc6703a7294d312d
166,In Through the out Door (Deluxe Edition),1,0mFvyXWpsxhewV0s8zSB3w,In the Evening - 2012 Remaster,spotify:track:0mFvyXWpsxhewV0s8zSB3w,413906,0.0122,0.431,0.789,0.0921,0.119,-8.224,0.0449,104.036,0.425,35,https://p.scdn.co/mp3-preview/ad5c41b4b65b16e79141a74be9110f6156b3d50f?cid=ba0aefea59a44616bc6703a7294d312d
167,In Through the out Door (Deluxe Edition),2,7fUMMlG7qYfpIzi5YnsSpi,South Bound Saurez - 2012 Remaster,spotify:track:7fUMMlG7qYfpIzi5YnsSpi,253920,0.124,0.34,0.943,0.00123,0.238,-6.161,0.0521,189.74,0.496,31,https://p.scdn.co/mp3-preview/2b9deaf78f21347a52d709a3b8c589ad5368df72?cid=ba0aefea59a44616bc6703a7294d312d
168,In Through the out Door (Deluxe Edition),3,5iJCAZlmEXMG24BcZYV9j5,Fool in the Rain - 2012 Remaster,spotify:track:5iJCAZlmEXMG24BcZYV9j5,370920,0.124,0.52,0.912,0.00151,0.239,-7.512,0.0487,131.403,0.702,40,https://p.scdn.co/mp3-preview/dd164203179507cd973c174349d63cf33f615591?cid=ba0aefea59a44616bc6703a7294d312d
169,In Through the out Door (Deluxe Edition),4,7z5g7lORw5cqAmzvTgJyvm,Hot Dog - 2012 Remaster,spotify:track:7z5g7lORw5cqAmzvTgJyvm,198546,0.0754,0.589,0.958,7.37e-05,0.352,-7.443,0.0406,116.925,0.734,30,https://p.scdn.co/mp3-preview/9f5c686d080bc1dc133f0250e9d58c83227fd25c?cid=ba0aefea59a44616bc6703a7294d312d
170,In Through the out Door (Deluxe Edition),5,2WNvfN4GJl0mCkLZviK48P,Carouselambra - 2012 Remaster,spotify:track:2WNvfN4GJl0mCkLZviK48P,634013,0.00662,0.345,0.88,0.306,0.0498,-8.62,0.0349,110.979,0.609,30,https://p.scdn.co/mp3-preview/f913f683dd143e0ea790c835a49adae0e3d6254b?cid=ba0aefea59a44616bc6703a7294d312d
171,In Through the out Door (Deluxe Edition),6,7FvEP1wqocKmOL0mSzi2BV,All My Love - 2012 Remaster,spotify:track:7FvEP1wqocKmOL0mSzi2BV,353720,0.113,0.554,0.791,1.76e-05,0.166,-8.326,0.0288,91.108,0.697,38,https://p.scdn.co/mp3-preview/06b948e7c1e339e99c2bb1ec90533a03db686d57?cid=ba0aefea59a44616bc6703a7294d312d
172,In Through the out Door (Deluxe Edition),7,18Dk8jvMPHXQPUdfREma2P,I'm Gonna Crawl - 2012 Remaster,spotify:track:18Dk8jvMPHXQPUdfREma2P,331973,0.0385,0.3,0.661,7.79e-05,0.122,-9.127,0.0391,151.841,0.163,31,https://p.scdn.co/mp3-preview/a3b6006fa8514ce9a7a935e9156385a8f9d08f66?cid=ba0aefea59a44616bc6703a7294d312d
173,In Through the out Door (Deluxe Edition),1,0opKedsbLA4lXauh3vLwij,In the Evening - Rough Mix,spotify:track:0opKedsbLA4lXauh3vLwij,414462,0.00816,0.474,0.722,0.35,0.0386,-9.984,0.0322,106.038,0.504,28,https://p.scdn.co/mp3-preview/af4d5f336e8fd5fdbf6663323f7b3f52c3fdc47f?cid=ba0aefea59a44616bc6703a7294d312d
174,In Through the out Door (Deluxe Edition),2,6PKDV88gnBkKZF3igm5uxq,Southbound Piano (South Bound Saurez) - Rough Mix,spotify:track:6PKDV88gnBkKZF3igm5uxq,254706,0.186,0.553,0.902,0.0094,0.163,-8.231,0.037,96.785,0.517,26,https://p.scdn.co/mp3-preview/933f744632906e90817000eb748f2f1548af6bb7?cid=ba0aefea59a44616bc6703a7294d312d
175,In Through the out Door (Deluxe Edition),3,3j7Oa4tiMvi8BdbfEhe98a,Fool in the Rain - Rough Mix,spotify:track:3j7Oa4tiMvi8BdbfEhe98a,373160,0.602,0.531,0.699,0.351,0.109,-12.07,0.0415,130.948,0.876,27,https://p.scdn.co/mp3-preview/d980df33af6e2460848f34bbbb9c19e3245552bf?cid=ba0aefea59a44616bc6703a7294d312d
176,In Through the out Door (Deluxe Edition),4,0ZKMGHPVixxwN5mnh3EMUH,Hot Dog - Rough Mix,spotify:track:0ZKMGHPVixxwN5mnh3EMUH,197133,0.152,0.537,0.982,0.00455,0.314,-6.927,0.0405,117.314,0.715,24,https://p.scdn.co/mp3-preview/8d54416f7874baebb80ed6d82e7ae75ba35373ac?cid=ba0aefea59a44616bc6703a7294d312d
177,In Through the out Door (Deluxe Edition),5,0E6LTe4d2TNHDcWIFAjCm5,The Epic (Carouselambra) - Rough Mix,spotify:track:0E6LTe4d2TNHDcWIFAjCm5,648866,0.0274,0.36,0.797,0.0831,0.128,-11.814,0.0392,111.664,0.476,24,https://p.scdn.co/mp3-preview/b04442c4582253a27efc0732ddc5a363c3d195bc?cid=ba0aefea59a44616bc6703a7294d312d
178,In Through the out Door (Deluxe Edition),6,5BaBVpQNHBk2ONZQlU8VXT,The Hook (All My Love) - Rough Mix,spotify:track:5BaBVpQNHBk2ONZQlU8VXT,352533,0.694,0.57,0.578,0.562,0.103,-13.778,0.0284,92.706,0.722,26,https://p.scdn.co/mp3-preview/d4f1cb5736255767bd23bb3f433f077d8164bdfb?cid=ba0aefea59a44616bc6703a7294d312d
179,In Through the out Door (Deluxe Edition),7,3V6RXfIWuTpAlBkx5uaPbQ,Blot (I'm Gonna Crawl) - Rough Mix,spotify:track:3V6RXfIWuTpAlBkx5uaPbQ,331200,0.522,0.313,0.388,0.788,0.143,-14.226,0.034,152.053,0.198,25,https://p.scdn.co/mp3-preview/249e8f78f1b5780656d9e5efed61093b13d9f7c4?cid=ba0aefea59a44616bc6703a7294d312d
180,The Song Remains the Same (2018 Remaster),1,2SxJwk01jPkt6JnzpuY2oT,Rock and Roll - Live at MSG 1973; 2018 Remaster,spotify:track:2SxJwk01jPkt6JnzpuY2oT,236333,0.000294,0.263,0.973,0.104,0.651,-6.339,0.127,159.461,0.344,39,https://p.scdn.co/mp3-preview/3e8ddb970818df0fbb07de07a328c7cd90c06ea8?cid=ba0aefea59a44616bc6703a7294d312d
181,The Song Remains the Same (2018 Remaster),2,3AKELG5VNBxeRt4b42hRjI,Celebration Day - Live at MSG 1973; 2018 Remaster,spotify:track:3AKELG5VNBxeRt4b42hRjI,217613,6.05e-05,0.262,0.979,0.00271,0.236,-6.804,0.12,131.255,0.1,37,https://p.scdn.co/mp3-preview/ff6969021903b8366d6a9aab8f6ea8675eb5d393?cid=ba0aefea59a44616bc6703a7294d312d
182,The Song Remains the Same (2018 Remaster),3,6CtTQxzJXMQuujhe0RX3UL,Black Dog - Live at MSG 1973; 2018 Remaster,spotify:track:6CtTQxzJXMQuujhe0RX3UL,226280,0.000149,0.177,0.962,0.068,0.953,-6.298,0.182,165.048,0.448,39,https://p.scdn.co/mp3-preview/34617b30df5f8266857998af4c40f31f6afc4693?cid=ba0aefea59a44616bc6703a7294d312d
183,The Song Remains the Same (2018 Remaster),4,2y0xzua7r5tBGflKU8NAsD,Over the Hills and Far Away - Live at MSG 1973; 2018 Remaster,spotify:track:2y0xzua7r5tBGflKU8NAsD,371026,0.00325,0.239,0.913,0.0715,0.858,-7.724,0.0814,95.097,0.376,38,https://p.scdn.co/mp3-preview/f8913dfc15aa25600b1a2cdeb518f9cc5b056c34?cid=ba0aefea59a44616bc6703a7294d312d
184,The Song Remains the Same (2018 Remaster),5,59CI0QJ60mUmYGpYNM77fd,Misty Mountain Hop - Live at MSG 1973; 2018 Remaster,spotify:track:59CI0QJ60mUmYGpYNM77fd,283480,0.0104,0.352,0.855,0.00115,0.883,-7.692,0.0367,133.299,0.569,36,https://p.scdn.co/mp3-preview/871b3cd53410b1841eabc5131a2ecd93a8e71557?cid=ba0aefea59a44616bc6703a7294d312d
185,The Song Remains the Same (2018 Remaster),6,6Xfw7G8EZXh9QIh8faW6q4,Since I've Been Loving You - Live at MSG 1973; 2018 Remaster,spotify:track:6Xfw7G8EZXh9QIh8faW6q4,503840,0.00313,0.334,0.798,0.0239,0.964,-8.289,0.0478,112.089,0.41,42,https://p.scdn.co/mp3-preview/7e67a64d6410082497f4b895a30fba6020b5a230?cid=ba0aefea59a44616bc6703a7294d312d
186,The Song Remains the Same (2018 Remaster),7,6CaacdmM2MaOV7Pqmru0BW,No Quarter - Live at MSG 1973; 2018 Remaster,spotify:track:6CaacdmM2MaOV7Pqmru0BW,638320,0.103,0.288,0.593,0.407,0.901,-10.116,0.049,122.083,0.0782,40,https://p.scdn.co/mp3-preview/c8f72fbbcf714937e5398e4767062c8dbfb0e628?cid=ba0aefea59a44616bc6703a7294d312d
187,The Song Remains the Same (2018 Remaster),8,1O9JBEDrasxqxkoHKcPy95,The Song Remains the Same - Live at MSG 1973; 2018 Remaster,spotify:track:1O9JBEDrasxqxkoHKcPy95,339520,0.00136,0.226,0.966,0.0106,0.352,-6.038,0.103,144.924,0.339,39,https://p.scdn.co/mp3-preview/fd1f027dcdce7dfc6e4decb538003b76daabcc99?cid=ba0aefea59a44616bc6703a7294d312d
188,The Song Remains the Same (2018 Remaster),9,0VG9YWiGjyoKZNLurIhDfW,The Rain Song - Live at MSG 1973; 2018 Remaster,spotify:track:0VG9YWiGjyoKZNLurIhDfW,500733,0.0669,0.28,0.402,0.0153,0.794,-9.83,0.029,141.624,0.158,40,https://p.scdn.co/mp3-preview/f186c1bee9929a2220dc7b5686110ee4eff18f17?cid=ba0aefea59a44616bc6703a7294d312d
189,The Song Remains the Same (2018 Remaster),10,5vAJknHmF3jEhKNMI5VzVV,The Ocean - Live at MSG 1973; 2018 Remaster,spotify:track:5vAJknHmF3jEhKNMI5VzVV,316093,0.00258,0.308,0.939,0.00114,0.958,-7.359,0.143,124.105,0.421,38,https://p.scdn.co/mp3-preview/6bfb5861a3794ace5ccb56d7c0ff5c2b3ee44766?cid=ba0aefea59a44616bc6703a7294d312d
190,The Song Remains the Same (2018 Remaster),1,0OotzYWTwTqoszW9MrXSdZ,Dazed and Confused - Live at MSG 1973; 2018 Remaster,spotify:track:0OotzYWTwTqoszW9MrXSdZ,1758306,0.0074,0.307,0.897,0.499,0.942,-8.595,0.106,125.893,0.218,39,https://p.scdn.co/mp3-preview/69bf6b61f554847bc3ef387f07616cbe1909adcb?cid=ba0aefea59a44616bc6703a7294d312d
191,The Song Remains the Same (2018 Remaster),2,3sxIm3lTgdvXJdNHNn64BS,Stairway to Heaven - Live at MSG 1973; 2018 Remaster,spotify:track:3sxIm3lTgdvXJdNHNn64BS,653026,0.0444,0.269,0.765,0.0131,0.967,-8.535,0.0599,102.817,0.237,48,https://p.scdn.co/mp3-preview/5e34b44b746edbe22aa39b958a2acf6f226119a6?cid=ba0aefea59a44616bc6703a7294d312d
192,The Song Remains the Same (2018 Remaster),3,4a1eKyU8NWzmyxmXz2vUmA,Moby Dick - Live at MSG 1973; 2018 Remaster,spotify:track:4a1eKyU8NWzmyxmXz2vUmA,662133,0.0998,0.372,0.852,0.864,0.937,-11.08,0.0435,101.851,0.42,34,https://p.scdn.co/mp3-preview/c7fe3841d09e38f02180136262c492c31b71e7a6?cid=ba0aefea59a44616bc6703a7294d312d
193,The Song Remains the Same (2018 Remaster),4,5awIHukDYBj2X5SVIKwu2j,Heartbreaker - Live at MSG 1973; 2018 Remaster,spotify:track:5awIHukDYBj2X5SVIKwu2j,379933,0.0275,0.298,0.891,0.217,0.362,-8.516,0.108,100.909,0.375,35,https://p.scdn.co/mp3-preview/964b344efb039f8c8ef83f74a7e63356e34a2877?cid=ba0aefea59a44616bc6703a7294d312d
194,The Song Remains the Same (2018 Remaster),5,2EbfJIOLyZcyHEZosJC0dT,Whole Lotta Love - Live at MSG 1973; 2018 Remaster,spotify:track:2EbfJIOLyZcyHEZosJC0dT,832026,0.0045,0.291,0.942,0.0383,0.89,-7.912,0.165,105.117,0.395,36,https://p.scdn.co/mp3-preview/68de2b5e947a48f9aa4fa3783aab4a502a47d0b7?cid=ba0aefea59a44616bc6703a7294d312d
195,Presence (2015 Remaster),1,1ibHApXtb0pgplmNDRLHrJ,Achilles Last Stand - 2012 Remaster,spotify:track:1ibHApXtb0pgplmNDRLHrJ,631720,0.0205,0.321,0.865,0.00756,0.108,-8.796,0.0496,145.919,0.317,43,https://p.scdn.co/mp3-preview/fd6c719cf3000d746b531460d14ec32d3fc632f4?cid=ba0aefea59a44616bc6703a7294d312d
196,Presence (2015 Remaster),2,6ly5DBm7QhjU8RQWl2neJg,For Your Life - 2012 Remaster,spotify:track:6ly5DBm7QhjU8RQWl2neJg,385080,0.0239,0.365,0.611,1.84e-05,0.119,-11.821,0.0978,180.236,0.675,38,https://p.scdn.co/mp3-preview/ef276036189689bf1940c15527ac8c1cff9d58e9?cid=ba0aefea59a44616bc6703a7294d312d
197,Presence (2015 Remaster),3,5zTX9sl93oTNuUiOmgq5Cc,Royal Orleans - 2012 Remaster,spotify:track:5zTX9sl93oTNuUiOmgq5Cc,179226,0.147,0.596,0.875,7e-05,0.0909,-7.392,0.0977,109.118,0.737,36,https://p.scdn.co/mp3-preview/e38b1072b8a379612015aaa6ff0fc6653d05e3a0?cid=ba0aefea59a44616bc6703a7294d312d
198,Presence (2015 Remaster),4,6unmtLYQ2LQ1Cg4IdAiU9g,Nobody's Fault but Mine - 2012 Remaster,spotify:track:6unmtLYQ2LQ1Cg4IdAiU9g,388093,0.0502,0.235,0.767,0.145,0.21,-9.435,0.0879,188.904,0.459,40,https://p.scdn.co/mp3-preview/11a76b717b8b2116718a8bcde16f16dc5eb53258?cid=ba0aefea59a44616bc6703a7294d312d
199,Presence (2015 Remaster),5,4i09E6a5vOsIIHb7wpyftz,Candy Store Rock - 2012 Remaster,spotify:track:4i09E6a5vOsIIHb7wpyftz,251373,0.0161,0.57,0.927,0.000115,0.1,-8.99,0.0398,114.817,0.789,35,https://p.scdn.co/mp3-preview/91d3979ad81ef3285303324307b3a9396313e51c?cid=ba0aefea59a44616bc6703a7294d312d
200,Presence (2015 Remaster),6,3VYEHEaUE4Zh38xSQtXCwU,Hots on for Nowhere - 2012 Remaster,spotify:track:3VYEHEaUE4Zh38xSQtXCwU,284213,0.0785,0.512,0.894,1.32e-06,0.184,-9.044,0.0576,96.138,0.75,36,https://p.scdn.co/mp3-preview/8d7e9ce8a449e340466869b4aa2c6623071a037d?cid=ba0aefea59a44616bc6703a7294d312d
201,Presence (2015 Remaster),7,3t9Gt4luM1yDfKIljQdiFb,Tea for One - 2012 Remaster,spotify:track:3t9Gt4luM1yDfKIljQdiFb,568066,0.114,0.556,0.486,0.00544,0.0606,-12.037,0.0373,122.021,0.396,40,https://p.scdn.co/mp3-preview/7b231a11ed1ebc267f8d95399b41b02b9fcf023b?cid=ba0aefea59a44616bc6703a7294d312d
202,Presence (1994 Remaster),1,5gwign6hATXgMHxYrRix9L,Achilles Last Stand - 1990 Remaster,spotify:track:5gwign6hATXgMHxYrRix9L,622000,0.00641,0.332,0.886,0.131,0.205,-8.4,0.0535,146.039,0.326,42,https://p.scdn.co/mp3-preview/376b2d9b68addec5938b2cdeabeb613f3a3cb2da?cid=ba0aefea59a44616bc6703a7294d312d
203,Presence (1994 Remaster),2,2hXhzBwIcrfQQUdelpLZXH,For Your Life - 1990 Remaster,spotify:track:2hXhzBwIcrfQQUdelpLZXH,384106,0.0141,0.374,0.719,0.000344,0.132,-9.336,0.177,184.18,0.671,49,https://p.scdn.co/mp3-preview/77d41674fc22e886240a739d73850f5a398895dc?cid=ba0aefea59a44616bc6703a7294d312d
204,Presence (1994 Remaster),3,2wjONj1QX8czcIpjwxyKHA,Royal Orleans - 1993 Remaster,spotify:track:2wjONj1QX8czcIpjwxyKHA,178266,0.0549,0.584,0.876,0.000839,0.0793,-7.987,0.0857,109.081,0.747,28,https://p.scdn.co/mp3-preview/a899f1e81945221ce5ce610c14b1787c43051f76?cid=ba0aefea59a44616bc6703a7294d312d
205,Presence (1994 Remaster),4,2mYpbsbzCM3dqrM2XjgSjh,Nobody's Fault but Mine - 1990 Remaster,spotify:track:2mYpbsbzCM3dqrM2XjgSjh,376266,0.0523,0.243,0.813,0.21,0.188,-8.809,0.102,187.617,0.471,52,https://p.scdn.co/mp3-preview/31bed1a977ba4e799514fa558846f2da17705807?cid=ba0aefea59a44616bc6703a7294d312d
206,Presence (1994 Remaster),5,1PpSenBXeetCWotWWrtYgg,Candy Store Rock - 1990 Remaster,spotify:track:1PpSenBXeetCWotWWrtYgg,251680,0.00837,0.561,0.943,0.00322,0.263,-9.24,0.0403,114.714,0.736,26,https://p.scdn.co/mp3-preview/350f4117ebf62a056c191f7e1f5423fd00ae35bf?cid=ba0aefea59a44616bc6703a7294d312d
207,Presence (1994 Remaster),6,6QLmvRTcw7lID3vsOQmROy,Hots on for Nowhere - 1993 Remaster,spotify:track:6QLmvRTcw7lID3vsOQmROy,283200,0.0762,0.546,0.848,3.88e-05,0.266,-10.67,0.0552,95.691,0.727,29,https://p.scdn.co/mp3-preview/d9d7974591791a40e8ddaf8464bde2228b259706?cid=ba0aefea59a44616bc6703a7294d312d
208,Presence (1994 Remaster),7,3SeGamJ7Wnazlhe8ukbY86,Tea for One - 1993 Remaster,spotify:track:3SeGamJ7Wnazlhe8ukbY86,566866,0.0419,0.542,0.494,0.0324,0.0949,-12.157,0.0413,122.266,0.374,34,https://p.scdn.co/mp3-preview/fb02e5a0101d3aa33cb4b8f44d2b94044661e413?cid=ba0aefea59a44616bc6703a7294d312d
209,Presence (Deluxe Edition),1,0BochXUxV1vjmkGIfVRXpi,Achilles Last Stand - 2012 Remaster,spotify:track:0BochXUxV1vjmkGIfVRXpi,631720,0.0205,0.321,0.865,0.00756,0.108,-8.796,0.0496,145.919,0.317,35,https://p.scdn.co/mp3-preview/fd6c719cf3000d746b531460d14ec32d3fc632f4?cid=ba0aefea59a44616bc6703a7294d312d
210,Presence (Deluxe Edition),2,0vqy9wH3X3RjgrnmGaHfIW,For Your Life - 2012 Remaster,spotify:track:0vqy9wH3X3RjgrnmGaHfIW,385080,0.0239,0.365,0.611,1.84e-05,0.119,-11.821,0.0978,180.236,0.675,30,https://p.scdn.co/mp3-preview/ef276036189689bf1940c15527ac8c1cff9d58e9?cid=ba0aefea59a44616bc6703a7294d312d
211,Presence (Deluxe Edition),3,51fBpLsMRfOqQX1rWLXHgD,Royal Orleans - 2012 Remaster,spotify:track:51fBpLsMRfOqQX1rWLXHgD,179226,0.147,0.596,0.875,7e-05,0.0909,-7.392,0.0977,109.118,0.737,28,https://p.scdn.co/mp3-preview/e38b1072b8a379612015aaa6ff0fc6653d05e3a0?cid=ba0aefea59a44616bc6703a7294d312d
212,Presence (Deluxe Edition),4,3eZcV1AcZQqGryhQFsfECx,Nobody's Fault but Mine - 2012 Remaster,spotify:track:3eZcV1AcZQqGryhQFsfECx,388093,0.0502,0.235,0.767,0.145,0.21,-9.435,0.0879,188.904,0.459,32,https://p.scdn.co/mp3-preview/11a76b717b8b2116718a8bcde16f16dc5eb53258?cid=ba0aefea59a44616bc6703a7294d312d
213,Presence (Deluxe Edition),5,7eFmDRDdqsgo7uCqPBi7iA,Candy Store Rock - 2012 Remaster,spotify:track:7eFmDRDdqsgo7uCqPBi7iA,251373,0.0161,0.57,0.927,0.000115,0.1,-8.99,0.0398,114.817,0.789,26,https://p.scdn.co/mp3-preview/91d3979ad81ef3285303324307b3a9396313e51c?cid=ba0aefea59a44616bc6703a7294d312d
214,Presence (Deluxe Edition),6,3XnTMZcTlzWeVlBgv7H39f,Hots on for Nowhere - 2012 Remaster,spotify:track:3XnTMZcTlzWeVlBgv7H39f,284213,0.0785,0.512,0.894,1.32e-06,0.184,-9.044,0.0576,96.138,0.75,28,https://p.scdn.co/mp3-preview/8d7e9ce8a449e340466869b4aa2c6623071a037d?cid=ba0aefea59a44616bc6703a7294d312d
215,Presence (Deluxe Edition),7,5Eq3PrZaSdBq5byckJMZfm,Tea for One - 2012 Remaster,spotify:track:5Eq3PrZaSdBq5byckJMZfm,568066,0.114,0.556,0.486,0.00544,0.0606,-12.037,0.0373,122.021,0.396,30,https://p.scdn.co/mp3-preview/7b231a11ed1ebc267f8d95399b41b02b9fcf023b?cid=ba0aefea59a44616bc6703a7294d312d
216,Presence (Deluxe Edition),1,7IiEMNeyHBjHQCi4sBeUSh,Two Ones Are Won - Achilles Last Stand Reference Mix,spotify:track:7IiEMNeyHBjHQCi4sBeUSh,628666,0.0087,0.308,0.812,0.185,0.259,-10.744,0.043,146.017,0.325,27,https://p.scdn.co/mp3-preview/c2a344ef7b452c4b513c6a1e0f143c79cfdcbef8?cid=ba0aefea59a44616bc6703a7294d312d
217,Presence (Deluxe Edition),2,5oXApBdISAwO8SPEC33QPz,For Your Life - Reference Mix,spotify:track:5oXApBdISAwO8SPEC33QPz,388053,0.0164,0.376,0.662,4.76e-06,0.208,-11.771,0.073,180.086,0.689,23,https://p.scdn.co/mp3-preview/14fea098887dc18847f97f7539b5783ea9d60b07?cid=ba0aefea59a44616bc6703a7294d312d
218,Presence (Deluxe Edition),3,5W6WEL8SmY1vW51KcGha8x,10 Ribs & All / Carrot Pod Pod (Pod) - Reference Mix,spotify:track:5W6WEL8SmY1vW51KcGha8x,408786,0.796,0.468,0.351,0.745,0.101,-16.634,0.0509,82.137,0.0765,27,https://p.scdn.co/mp3-preview/f86a9cc43727828c538940740e13a9170be31693?cid=ba0aefea59a44616bc6703a7294d312d
219,Presence (Deluxe Edition),4,48s3z2htm4EKCY8Wl3fYqZ,Royal Orleans - Reference Mix,spotify:track:48s3z2htm4EKCY8Wl3fYqZ,181053,0.0879,0.647,0.833,0.0684,0.284,-10.483,0.0924,109.026,0.603,22,https://p.scdn.co/mp3-preview/1f243270bd38d9f412291a2d304be478a6e75602?cid=ba0aefea59a44616bc6703a7294d312d
220,Presence (Deluxe Edition),5,3GuChJAbZF8AFVYFkk2gk2,Hots on for Nowhere - Reference Mix,spotify:track:3GuChJAbZF8AFVYFkk2gk2,287222,0.0544,0.475,0.672,1.02e-05,0.253,-11.927,0.0533,95.522,0.809,23,https://p.scdn.co/mp3-preview/705bca29be75a853b1371432d8b8e9e4e2b96ec5?cid=ba0aefea59a44616bc6703a7294d312d
